title,doi,altmetric_jid,issns1,issns2,journal,cohorts.com,cohorts.pub,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,authors17,type,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.name3,publisher_subjects.scheme1,publisher_subjects.scheme2,publisher_subjects.scheme3,cited_by_posts_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns,publisher_subjects.name,publisher_subjects.scheme,cited_by_feeds_count,scopus_subjects3,scopus_subjects4,scopus_subjects5,cited_by_msm_count,cohorts.doc,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,handles,handle,pmid,cited_by_wikipedia_count,authors,scopus_subjects,abstract,cited_by_rdts_count,subjects,authors18,authors19,authors20,authors21,authors22,authors23,authors24,publisher_subjects.name8,publisher_subjects.scheme8,cited_by_policies_count,scopus_subjects6,scopus_subjects7,scopus_subjects8,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,cited_by_peer_review_sites_count,cited_by_videos_count,cited_by_rh_count,authors52,authors53,authors54,authors55,authors56,authors57,authors58
"Evaluating shortfalls and spatial accuracy of biodiversity documentation in the Atlantic Forest, the most diverse and threatened Brazilian phytogeographic domain",10.1002/tax.12239,4f6fa6063cf058f610006758,0040-0262,1996-8175,Taxon,1,9,4,19026578,9.6351489376608,2610846,86,16384153,1115,4.2963748878924,57,94,1055,303720,19.041894112998,66805,77,236143,9,14.821555555556,4,66,6,Matheus Colli‐Silva,Marcelo Reginato,Andressa Cabral,Rafaela Campostrini Forzza,José Rubens Pirani,Thais N. da C. Vasconcelos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,86010288,1.5.4,FALSE,Evolutionary Biology,Plant Biology,NA,era,era,NA,15,14,NA,14,1602028578,9.25,0,0,0,0,0,0,0,0,0,0,0,9.25,http://dx.doi.org/10.1002/tax.12239,1595031028,1594944000,Life Sciences,Agricultural and Biological Sciences,0,24,0,24,https://badges.altmetric.com/?size=64&score=10&types=tttttttt,https://badges.altmetric.com/?size=100&score=10&types=tttttttt,https://badges.altmetric.com/?size=180&score=10&types=tttttttt,http://www.altmetric.com/details.php?citation_id=86010288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potential Distribution of Nysius simulans (Hemiptera: Lygaeidae) in Soybean Crops in South America Under Current and Future Climate,10.1093/jee/toaa089,4f6fa6053cf058f610006631,0022-0493,1938-291X,Journal of Economic Entomology,NA,2,NA,17814645,9.4686361377368,13674064,20,3592947,3715,4.3995908479139,2881,20,757,286984,20.192996849998,198927,26,75527,70,2.6276,38,41,29,Alexandre Silva de Paula,Carlos Barreto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82029771,1.5.4,FALSE,Crop And Pasture Production,Ecological Applications,Zoology,era,era,era,2,2,NA,2,1590485218,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.1093/jee/toaa089,1589460120,1589414400,Agricultural and Biological Sciences,Environmental Science,0,8,0,8,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82029771,NA,NA,NA,NA,Physical Sciences,Life Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32405644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Increased above‐ground resource allocation is a likely precursor for independent evolutionary origins of annuality in the Pooideae grass subfamily,10.1111/nph.16666,4f6fa50e3cf058f6100031cc,0028-646X,1469-8137,New Phytologist,3,22,25,19441086,9.6732286855851,1048698,94,18391437,7631,12.58650740401,917,87,6711,299363,20.658506802777,30073,89,269248,166,20.715614457831,34,80,133,Camilla Lorange Lindberg,Hans Martin Hanslin,Marian Schubert,Thomas Marcussen,Ben Trevaskis,Jill Christine Preston,Siri Fjellheim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82354564,1.5.4,FALSE,Biological Sciences,Agricultural And Veterinary Sciences,NA,era,era,NA,62,50,NA,50,1634637139,25.25,1,1,1,0,0,0,0,0,0,0,0,25.25,http://dx.doi.org/10.1111/nph.16666,1589925077,1592524800,Medicine,Health Sciences,0,22,0,22,https://badges.altmetric.com/?size=64&score=26&types=tttttttt,https://badges.altmetric.com/?size=100&score=26&types=tttttttt,https://badges.altmetric.com/?size=180&score=26&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82354564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32421861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barriers to coexistence limit the poleward range of a globally-distributed plant,10.1101/2020.02.24.946574,532721422a83ee84788b4567,NA,NA,bioRxiv,NA,7,10,19151080,9.6315134138639,3085671,83,16057292,136290,14.218957223568,50838,62,85240,274431,17.45742271099,62992,76,211269,6894,19.454648970119,2490,63,4393,David W Armitage,Stuart E Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,76637200,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,17,17,NA,17,1582702617,8.1,0,0,0,0,0,0,0,0,0,0,0,8.1,http://dx.doi.org/10.1101/2020.02.24.946574,1582620664,1582588800,NA,NA,0,7,0,7,https://badges.altmetric.com/?size=64&score=9&types=tttttttt,https://badges.altmetric.com/?size=100&score=9&types=tttttttt,https://badges.altmetric.com/?size=180&score=9&types=tttttttt,http://www.altmetric.com/details.php?citation_id=76637200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niche shifts and environmental non-equilibrium undermine the usefulness of ecological niche models for invasion risk assessments,10.1038/s41598-020-64568-2,4f6fa8213cf058f61000bc80,NA,NA,Scientific Reports,1,13,9,19731023,9.6827804290777,1996703,89,17731586,105319,17.222769813614,17500,83,87801,293673,20.430315963673,49748,83,243836,4,0.25,1,99,4,Arman N. Pili,Reid Tingley,Emerson Y. Sy,Mae Lowe L. Diesmos,Arvin C. Diesmos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82084095,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,24,23,1,24,1596842812,12.55,0,0,0,0,0,0,0,0,0,0,0,12.55,http://dx.doi.org/10.1038/s41598-020-64568-2,1589530261,1589414400,NA,NA,0,75,0,75,https://badges.altmetric.com/?size=64&score=13&types=tttttttf,https://badges.altmetric.com/?size=100&score=13&types=tttttttf,https://badges.altmetric.com/?size=180&score=13&types=tttttttf,http://www.altmetric.com/details.php?citation_id=82084095,2045-2322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32409706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermal tolerance of the biological control agent Neolema abbreviata and its potential geographic distribution together with its host Tradescantia fluminensis in South Africa,10.1016/j.biocontrol.2020.104315,4f6fa4e93cf058f6100023d6,NA,NA,Biological Control,NA,1,NA,17882239,9.4842340128687,15805480,1,0,811,4.272924784217,752,1,0,296059,19.936810291191,248937,1,0,16,6.1925,16,1,0,Frank Chidawanyika,Gerald Chikowore,Reyard Mutamiswa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,83392814,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1591263825,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1016/j.biocontrol.2020.104315,1591263838,1601510400,Life Sciences,Agricultural and Biological Sciences,0,14,0,14,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=83392814,1049-9644,Zoology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conservation Gaps in Traditional Vegetables Native to Europe and Fennoscandia,10.3390/agriculture10080340,60a6183e2de6240014ddb761,NA,NA,Agriculture,1,8,NA,18829177,9.57996459728185,5133521,72,13662664,1236,2.18085598705502,127,89,1109,306190,18.938309160978,107310,64,197901,14,2.31071428571429,4,78,11,Kauê de Sousa,Svein Øivind Solberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,87793564,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,12,9,NA,9,1599486948,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,http://dx.doi.org/10.3390/agriculture10080340,1596794398,1596672000,NA,NA,0,17,0,17,https://badges.altmetric.com/?size=64&score=5&types=tttttttt,https://badges.altmetric.com/?size=100&score=5&types=tttttttt,https://badges.altmetric.com/?size=180&score=5&types=tttttttt,http://www.altmetric.com/details.php?citation_id=87793564,2077-0472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10568/108982,10568/108982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genetic diversity and morphological variation in African boxthorn (Lycium ferocissimum) – Characterising the target weed for biological control,10.1016/j.biocontrol.2020.104206,4f6fa4e93cf058f6100023d6,NA,NA,Biological Control,NA,1,NA,16699900,9.2731734896577,14731513,1,0,744,4.2222338709677,688,1,0,327339,13.293231188462,270426,1,0,11,4.8590909090909,10,1,0,G.A. McCulloch,E.V. Mauda,L.D. Chari,G.D. Martin,K. Gurdasani,L. Morin,G.H. Walter,S. Raghu,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,74627601,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1580216187,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1016/j.biocontrol.2020.104206,1580216393,1585699200,Life Sciences,Agricultural and Biological Sciences,0,12,0,12,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=74627601,1049-9644,Zoology,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The invasive grass genus Nassella in South Africa: A synthesis,10.1016/j.sajb.2020.08.031,4f6fa5143cf058f610003587,NA,NA,South African Journal of Botany,1,7,2,18724433,9.5508887855757,4675463,74,14031735,810,3.6618296296296,126,84,685,319697,17.843830276793,100620,68,218566,10,6.891,3,80,8,Anthony Mapaura,Kim Canavan,David M. Richardson,Vincent R. Clark,Sandy-Lynn Steenhuisen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,90890150,1.5.4,FALSE,Ecology,Plant Biology,NA,era,era,NA,15,10,2,12,1614274073,5.1,5.1,0,0,0,0,0,0,0,0,0,0,5.1,http://dx.doi.org/10.1016/j.sajb.2020.08.031,1600707489,1606780800,Life Sciences,Agricultural and Biological Sciences,0,11,0,11,https://badges.altmetric.com/?size=64&score=6&types=ttttttff,https://badges.altmetric.com/?size=100&score=6&types=ttttttff,https://badges.altmetric.com/?size=180&score=6&types=ttttttff,http://www.altmetric.com/details.php?citation_id=90890150,0254-6299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Developing Standards for Improved Data Quality and for Selecting Fit for Use Biodiversity Data,10.3897/biss.4.50889,5dc2eff071831b527b5f97b3,NA,NA,Biodiversity Information Science and Standards,2,17,4,19793918,9.69171139701232,1930151,90,17837525,387,3.4319173126615,13,96,375,286686,19.3639111780826,46064,83,240440,1,1,1,99,1,Arthur Chapman,Lee Belbin,Paula Zermoglio,John Wieczorek,Paul Morris,Miles Nicholls,Emily Rose Rees,Allan Veiga,Alexander Thompson,Antonio Saraiva,Shelley James,Christian Gendreau,Abigail Benson,Dmitry Schigel,NA,NA,NA,article,77969551,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,28,23,1,24,1600683508,13,0,0,0,0,0,0,0,0,0,0,0,13,http://dx.doi.org/10.3897/biss.4.50889,1584754790,1584662400,NA,NA,0,41,0,41,https://badges.altmetric.com/?size=64&score=13&types=tttttttf,https://badges.altmetric.com/?size=100&score=13&types=tttttttf,https://badges.altmetric.com/?size=180&score=13&types=tttttttf,http://www.altmetric.com/details.php?citation_id=77969551,2535-0897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conservation of carnivorous plants in the age of extinction,10.1016/j.gecco.2020.e01272,537f30862a83eeb45a8b45c4,NA,NA,Global Ecology and Conservation,NA,17,2,19793918,9.69171139701232,173448,99,19620501,1072,20.5782164179105,16,98,1056,315958,18.7560484431465,6142,98,309827,78,26.9128461538463,2,98,77,Adam T. Cross,Thilo A. Krueger,Paulo M. Gonella,Alastair S. Robinson,Andreas S. Fleischmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,90026672,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,43,19,NA,39,1639764300,154.37,50.16,24.08,19,19,19,19,19,19,19,0,0,154.37,http://dx.doi.org/10.1016/j.gecco.2020.e01272,1600027424,1606780800,NA,NA,0,65,0,65,https://badges.altmetric.com/?size=64&score=155&types=mmbttttw,https://badges.altmetric.com/?size=100&score=155&types=mmbttttw,https://badges.altmetric.com/?size=180&score=155&types=mmbttttw,http://www.altmetric.com/details.php?citation_id=90026672,2351-9894,NA,NA,6,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Climate suitability as indicative of invasion potential for the most seized bird species in Brazil,10.1016/j.jnc.2020.125890,4f6fa6053cf058f610006624,NA,NA,Journal for Nature Conservation,NA,5,NA,19195752,9.6445878933008,6021268,68,13170697,531,7.8232994350283,236,55,295,320198,18.011378971761,126449,60,193672,8,6.28625,6,37,3,Guilherme Fernando Gomes Destro,André Felipe Alves de Andrade,Virgínia de Fernandes,Levi Carina Terribile,Paulo De Marco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,91050005,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,6,5,1,6,1603458059,3.3,0,0,0,0,0,0,0,0,0,0,0,3.3,http://dx.doi.org/10.1016/j.jnc.2020.125890,1600866191,1606780800,Physical Sciences,Environmental Science,0,27,0,27,https://badges.altmetric.com/?size=64&score=4&types=tttttttf,https://badges.altmetric.com/?size=100&score=4&types=tttttttf,https://badges.altmetric.com/?size=180&score=4&types=tttttttf,http://www.altmetric.com/details.php?citation_id=91050005,1617-1381,Multidisciplinary,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Towards conserving natural diversity: A biotic inventory by observations, specimens, DNA barcoding and high-throughput sequencing methods",10.3897/bdj.8.e50124,552536762a83eec8018b456a,1314-2828,1314-2836,Biodiversity Data Journal,1,5,1,19529814,9.6899279589701,2400802,87,17127562,712,12.333893258427,173,75,539,277598,17.805841814422,52878,80,224660,3,1.7,1,99,3,Matthew Bowser,Rebekah Brassfield,Annie Dziergowski,Todd Eskelin,Jennifer Hester,Dawn Magness,Mariah McInnis,Tracy Melvin,John Morton,Joel Stone,NA,NA,NA,NA,NA,NA,NA,article,76915357,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,10,7,1,9,1622730846,10.33,5.08,0,0,0,0,0,0,0,0,0,0,10.33,http://dx.doi.org/10.3897/bdj.8.e50124,1583152402,1582761600,NA,NA,0,21,0,21,https://badges.altmetric.com/?size=64&score=11&types=bttttttf,https://badges.altmetric.com/?size=100&score=11&types=bttttttf,https://badges.altmetric.com/?size=180&score=11&types=bttttttf,http://www.altmetric.com/details.php?citation_id=76915357,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32165853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sampbias, a method for quantifying geographic sampling biases in species distribution data",10.1101/2020.01.13.903757,532721422a83ee84788b4567,NA,NA,bioRxiv,NA,12,7,17125476,9.3109914804109,2248808,86,14870173,113199,13.829118596454,37301,66,75780,389999,13.017927543403,74595,80,315279,6123,14.006780009799,1900,68,4218,"Zizka, Alexander","Antonelli, Alexandre","Silvestro, Daniele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,74031934,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,20,19,NA,19,1583185677,9.55,0,0,0,0,0,0,0,0,0,0,0,9.55,http://dx.doi.org/10.1101/2020.01.13.903757,1579059236,NA,NA,NA,0,36,0,36,https://badges.altmetric.com/?size=64&score=10&types=tttttttt,https://badges.altmetric.com/?size=100&score=10&types=tttttttt,https://badges.altmetric.com/?size=180&score=10&types=tttttttt,http://www.altmetric.com/details.php?citation_id=74031934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biomes as evolutionary arenas: Convergence and conservatism in the trans‐continental succulent biome,10.1111/geb.13089,4f6fa4ec3cf058f610002975,1466-822X,1466-8238,Global Ecology & Biogeography,1,6,4,19151080,9.6315134138639,2593742,86,16551955,1653,16.073116757411,639,61,1014,278489,18.208300737192,57751,79,220594,49,17.900040816327,23,55,27,Jens J. Ringelberg,Niklaus E. Zimmermann,Andrea Weeks,Matt Lavin,Colin E. Hughes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,77316194,1.5.4,FALSE,Ecology,Ecological Applications,NA,era,era,NA,13,11,1,13,1591329459,9.45,0,0,0,0,0,0,0,0,0,0,0,9.45,http://dx.doi.org/10.1111/geb.13089,1583881330,1583798400,Physical Sciences,Environmental Science,0,58,0,58,https://badges.altmetric.com/?size=64&score=10&types=ttttttwf,https://badges.altmetric.com/?size=100&score=10&types=ttttttwf,https://badges.altmetric.com/?size=180&score=10&types=ttttttwf,http://www.altmetric.com/details.php?citation_id=77316194,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Species richness and phylogenetic diversity of different growth forms of angiosperms across a biodiversity hotspot in the horn of Africa,10.1111/jse.12559,4f6fa52c3cf058f6100040e9,1674-4918,1759-6831,Journal of Systematics & Evolution,NA,NA,NA,19247212,9.655545759146,2019247,89,17223057,298,4.4877651006711,22,92,276,284411,19.514958964315,48454,82,235862,6,3.625,1,99,6,Ya‐Dong Zhou,Biyansa Hirpo Boru,Sheng‐Wei Wang,Qing‐Feng Wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,78193602,1.5.4,FALSE,Evolutionary Biology,Plant Biology,NA,era,era,NA,2,NA,NA,2,1604064306,12.08,0,0,0,0,0,0,0,0,0,0,0,12.08,http://dx.doi.org/10.1111/jse.12559,1585062706,1581552000,NA,NA,0,15,0,15,https://badges.altmetric.com/?size=64&score=13&types=mmmmbbbb,https://badges.altmetric.com/?size=100&score=13&types=mmmmbbbb,https://badges.altmetric.com/?size=180&score=13&types=mmmmbbbb,http://www.altmetric.com/details.php?citation_id=78193602,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phylogeny of the orb‐weaving spider family Araneidae (Araneae: Araneoidea),10.1111/cla.12382,4f6fa4ea3cf058f610002536,0748-3007,1096-0031,Cladistics,NA,17,8,19508584,9.6860341484583,1001290,94,18507437,620,6.1645,22,96,598,284253,13.767546615163,24760,91,259488,11,10.433090909091,3,81,9,Nikolaj Scharff,Jonathan A. Coddington,Todd A. Blackledge,Ingi Agnarsson,Volker W. Framenau,Tamás Szűts,Cheryl Y. Hayashi,Dimitar Dimitrov,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,59395241,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,40,25,NA,39,1637405403,26.88,4.5,0.5,0.5,0.5,0,0,0,0,0,0,0,26.88,http://dx.doi.org/10.1111/cla.12382,1556023130,1555977600,Life Sciences,Agricultural and Biological Sciences,0,53,0,53,https://badges.altmetric.com/?size=64&score=27&types=btttttww,https://badges.altmetric.com/?size=100&score=27&types=btttttww,https://badges.altmetric.com/?size=180&score=27&types=btttttww,http://www.altmetric.com/details.php?citation_id=59395241,NA,Evolutionary Biology,era,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34618955,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
